,doc,word,cluster
157,380,4555,6
158,381,4555,2
159,382,4555,3
160,385,4555,1
161,387,4555,2
162,392,4555,1
163,393,4555,1
164,394,4555,1
165,396,4555,3
166,398,4555,1
167,400,4555,2
168,405,4555,7
169,409,4555,2
170,412,4555,3
171,415,4555,3
172,416,4555,1
173,417,4555,1
174,434,4555,2
175,438,4555,2
176,454,4555,1
177,456,4555,5
178,457,4555,7
179,458,4555,4
180,459,4555,1
181,460,4555,2
182,464,4555,1
183,472,4555,2
184,475,4555,3
185,476,4555,1
186,477,4555,4
187,479,4555,1
188,482,4555,2
189,487,4555,1
190,491,4555,5
191,493,4555,1
192,500,4555,1
193,502,4555,4
194,503,4555,1
195,523,4555,1
196,524,4555,2
197,525,4555,3
198,526,4555,3
199,527,4555,4
200,529,4555,1
201,535,4555,1
202,536,4555,3
203,538,4555,3
204,545,4555,3
205,551,4555,2
206,553,4555,1
207,554,4555,1
208,558,4555,3
209,560,4555,6
210,561,4555,6
211,562,4555,2
212,563,4555,1
213,566,4555,2
214,567,4555,5
215,568,4555,4
216,570,4555,8
217,571,4555,4
218,574,4555,2
219,578,4555,1
220,599,4555,2
221,602,4555,1
222,608,4555,3
223,609,4555,3
224,618,4555,3
225,621,4555,2
226,623,4555,1
227,626,4555,1
228,627,4555,5
229,628,4555,3
230,643,4555,2
231,644,4555,5
232,649,4555,1
233,653,4555,4
234,659,4555,5
235,660,4555,4
236,662,4555,3
237,663,4555,1
238,664,4555,1
239,665,4555,7
240,666,4555,1
241,669,4555,5
242,670,4555,1
243,687,4555,1
244,694,4555,1
245,708,4555,1
246,752,4555,3
247,759,4555,2
248,782,4555,2
249,783,4555,1
250,786,4555,4
251,787,4555,2
252,790,4555,1
253,792,4555,2
254,794,4555,3
255,796,4555,13
256,797,4555,1
257,806,4555,1
258,824,4555,2
259,859,4555,1
260,870,4555,3
261,890,4555,1
262,897,4555,7
263,910,4555,4
264,923,4555,1
265,931,4555,2
266,933,4555,3
267,938,4555,3
268,941,4555,5
269,957,4555,5
270,958,4555,1
271,959,4555,1
272,960,4555,4
273,962,4555,1
274,963,4555,1
275,970,4555,2
276,971,4555,1
277,972,4555,2
278,974,4555,2
279,975,4555,3
280,977,4555,2
281,990,4555,4
282,993,4555,3
283,1037,4555,2
284,1040,4555,1
285,1050,4555,1
286,1058,4555,1
287,1069,4555,1
288,1073,4555,4
289,1097,4555,2
290,1103,4555,1
291,1104,4555,2
292,1106,4555,4
293,1123,4555,1
294,1139,4555,1
295,1146,4555,8
296,1151,4555,9
297,1152,4555,3
298,1154,4555,1
299,1164,4555,1
300,1177,4555,1
301,1179,4555,5
302,1181,4555,1
303,1182,4555,4
304,1184,4555,2
305,1186,4555,2
306,1188,4555,1
307,1189,4555,4
308,1195,4555,3
309,1196,4555,4
310,1197,4555,2
311,1198,4555,4
312,1202,4555,4
313,1206,4555,3
314,1208,4555,3
315,1209,4555,1
316,1210,4555,2
317,1211,4555,1
318,1212,4555,2
319,1213,4555,1
320,1217,4555,5
321,1219,4555,2
322,1222,4555,10
323,1223,4555,4
324,1225,4555,2
325,1232,4555,3
326,1233,4555,2
327,1234,4555,3
328,1237,4555,1
329,1238,4555,6
330,1241,4555,13
331,1242,4555,1
332,1247,4555,2
333,1248,4555,3
334,1250,4555,1
335,1251,4555,3
336,1254,4555,3
337,1257,4555,4
338,1258,4555,6
339,1260,4555,7
340,1261,4555,4
341,1265,4555,9
342,1271,4555,2
343,1275,4555,5
344,1278,4555,4
345,1279,4555,3
346,1281,4555,2
347,1296,4555,2
348,1297,4555,4
349,1298,4555,6
350,1299,4555,4
351,1301,4555,1
352,1304,4555,1
353,1306,4555,4
354,1307,4555,1
355,1308,4555,3
356,1310,4555,1
357,1316,4555,2
358,1319,4555,4
359,1320,4555,1
360,1321,4555,3
361,1322,4555,2
362,1344,4555,1
363,1348,4555,2
364,1350,4555,1
365,1351,4555,1
366,1352,4555,5
367,1353,4555,2
368,1361,4555,9
369,1362,4555,4
370,1363,4555,5
371,1365,4555,1
372,1367,4555,2
373,1368,4555,1
374,1369,4555,4
375,1372,4555,2
376,1378,4555,3
377,1379,4555,3
378,1380,4555,8
379,1381,4555,3
380,1382,4555,4
381,1383,4555,4
382,1388,4555,2
383,1391,4555,2
384,1392,4555,2
385,1409,4555,1
386,1627,4555,4
387,1675,4555,5
388,1684,4555,1
389,2129,4555,1
390,0,742,2
391,1,742,1
392,6,742,1
393,8,742,2
394,18,742,2
395,28,742,1
396,29,742,2
397,33,742,1
398,36,742,3
399,39,742,2
400,43,742,2
401,44,742,2
402,49,742,3
403,50,742,1
404,56,742,1
405,71,742,1
406,72,742,3
407,73,742,1
408,77,742,1
409,78,742,2
410,79,742,1
411,81,742,4
412,83,742,3
413,86,742,1
414,88,742,4
415,89,742,1
416,93,742,1
417,98,742,2
418,101,742,1
419,103,742,1
420,104,742,1
421,115,742,1
422,119,742,1
423,125,742,4
424,127,742,1
425,128,742,4
426,130,742,2
427,132,742,1
428,134,742,1
429,164,742,1
430,173,742,3
431,174,742,1
432,176,742,2
433,181,742,1
434,183,742,1
435,184,742,1
436,186,742,2
437,187,742,1
438,188,742,3
439,192,742,2
440,194,742,1
441,196,742,1
442,197,742,5
443,204,742,1
444,206,742,2
445,211,742,1
446,212,742,1
447,213,742,1
448,214,742,1
449,215,742,2
450,221,742,3
451,227,742,1
452,231,742,2
453,232,742,1
454,242,742,4
455,244,742,1
456,245,742,1
457,250,742,1
458,251,742,2
459,259,742,1
460,260,742,1
461,271,742,1
462,273,742,1
463,286,742,1
464,287,742,1
465,292,742,1
466,293,742,2
467,313,742,1
468,316,742,1
469,323,742,1
470,333,742,1
471,338,742,1
472,341,742,1
473,363,742,1
474,364,742,1
475,369,742,1
476,371,742,4
477,373,742,3
478,380,742,1
479,389,742,1
480,392,742,1
481,422,742,2
482,426,742,1
483,431,742,1
484,432,742,1
485,433,742,1
486,435,742,1
487,441,742,3
488,453,742,1
489,461,742,1
490,462,742,2
491,463,742,1
492,465,742,1
493,468,742,1
494,472,742,1
495,495,742,2
496,503,742,1
497,511,742,1
498,514,742,1
499,520,742,3
500,527,742,1
501,533,742,1
502,540,742,1
503,547,742,2
504,550,742,2
505,551,742,1
506,552,742,1
507,564,742,2
508,565,742,1
509,567,742,2
510,569,742,1
511,608,742,1
512,616,742,1
513,623,742,4
514,625,742,2
515,633,742,1
516,634,742,2
517,636,742,1
518,641,742,3
519,649,742,1
520,653,742,1
521,656,742,1
522,660,742,3
523,663,742,1
524,671,742,4
525,687,742,3
526,690,742,4
527,691,742,4
528,692,742,1
529,693,742,2
530,694,742,2
531,698,742,1
532,708,742,2
533,709,742,3
534,710,742,6
535,711,742,1
536,728,742,1
537,737,742,1
538,739,742,1
539,741,742,1
540,745,742,1
541,755,742,2
542,757,742,2
543,761,742,1
544,764,742,2
545,770,742,1
546,771,742,1
547,778,742,1
548,780,742,4
549,794,742,2
550,795,742,1
551,799,742,2
552,802,742,2
553,806,742,3
554,807,742,3
555,809,742,3
556,810,742,2
557,813,742,2
558,814,742,2
559,816,742,1
560,823,742,1
561,824,742,1
562,825,742,1
563,826,742,1
564,828,742,1
565,834,742,2
566,836,742,1
567,839,742,1
568,842,742,1
569,848,742,1
570,855,742,1
571,856,742,2
572,857,742,1
573,873,742,2
574,885,742,2
575,890,742,1
576,891,742,1
577,892,742,1
578,900,742,2
579,903,742,2
580,905,742,2
581,925,742,3
582,931,742,2
583,944,742,2
584,950,742,1
585,951,742,1
586,956,742,1
587,957,742,1
588,958,742,2
589,968,742,1
590,969,742,1
591,970,742,1
592,973,742,1
593,984,742,3
594,989,742,1
595,990,742,1
596,991,742,2
597,992,742,4
598,993,742,1
599,994,742,1
600,996,742,1
601,998,742,2
602,999,742,2
603,1016,742,1
604,1036,742,1
605,1059,742,2
606,1060,742,1
607,1062,742,2
608,1063,742,3
609,1069,742,1
610,1071,742,2
611,1072,742,2
612,1075,742,1
613,1078,742,1
614,1079,742,2
615,1080,742,2
616,1088,742,2
617,1089,742,1
618,1090,742,1
619,1091,742,3
620,1092,742,3
621,1094,742,1
622,1095,742,2
623,1097,742,2
624,1101,742,1
625,1113,742,1
626,1116,742,1
627,1127,742,2
628,1141,742,2
629,1142,742,1
630,1143,742,1
631,1150,742,1
632,1152,742,3
633,1153,742,3
634,1156,742,2
635,1158,742,1
636,1159,742,4
637,1160,742,4
638,1161,742,1
639,1162,742,2
640,1163,742,3
641,1187,742,1
642,1188,742,1
643,1189,742,1
644,1191,742,1
645,1196,742,3
646,1202,742,1
647,1208,742,1
648,1210,742,1
649,1217,742,1
650,1219,742,1
651,1222,742,2
652,1224,742,1
653,1227,742,1
654,1236,742,1
655,1240,742,1
656,1244,742,2
657,1246,742,1
658,1249,742,1
659,1250,742,1
660,1268,742,1
661,1269,742,1
662,1271,742,3
663,1274,742,1
664,1287,742,1
665,1302,742,2
666,1306,742,1
667,1310,742,3
668,1314,742,1
669,1316,742,2
670,1317,742,1
671,1320,742,3
672,1323,742,1
673,1330,742,1
674,1334,742,1
675,1335,742,3
676,1338,742,3
677,1339,742,1
678,1340,742,1
679,1346,742,1
680,1347,742,1
681,1349,742,2
682,1350,742,2
683,1351,742,2
684,1361,742,4
685,1364,742,3
686,1368,742,1
687,1370,742,1
688,1374,742,2
689,1378,742,2
690,1380,742,1
691,1384,742,2
692,1390,742,1
693,1392,742,1
694,1400,742,1
695,1405,742,1
696,1411,742,1
697,1432,742,1
698,1487,742,1
699,1488,742,1
700,1504,742,2
701,1568,742,1
702,1575,742,1
703,1581,742,1
704,1617,742,1
705,1629,742,1
706,1714,742,1
707,1723,742,1
708,1730,742,1
709,1742,742,1
710,1776,742,2
711,1782,742,1
712,1786,742,1
713,1815,742,1
714,1819,742,1
715,1830,742,1
716,1843,742,1
717,1860,742,3
718,1868,742,1
719,1873,742,1
720,1875,742,1
721,1896,742,2
722,1899,742,1
723,1905,742,1
724,1979,742,1
725,1987,742,1
726,1988,742,1
727,1990,742,1
728,2017,742,1
729,2021,742,1
730,2023,742,1
731,2043,742,1
732,2071,742,2
733,2083,742,1
734,2086,742,1
735,2096,742,1
736,2122,742,2
737,2130,742,1
738,2133,742,1
739,2140,742,1
740,2144,742,1
741,2153,742,1
742,2228,742,1
743,2244,742,1
744,2245,742,1
745,2291,742,1
746,2292,742,1
747,2332,742,2
748,2347,742,2
749,3458,742,1
750,4156,742,1
751,5391,742,1
752,5572,742,1
753,5658,742,1
754,5703,742,1
755,5704,742,1
756,5779,742,1
757,5780,742,2
758,5782,742,1
759,5784,742,1
760,5785,742,1
761,5794,742,2
762,5817,742,6
763,5818,742,2
764,5819,742,2
765,5820,742,2
766,5821,742,1
767,5826,742,1
768,5834,742,1
769,5889,742,1
770,5945,742,1
771,5975,742,1
772,5986,742,1
773,5997,742,1
774,5998,742,1
775,6012,742,2
776,6022,742,1
777,6034,742,1
778,6059,742,1
779,6066,742,1
780,6070,742,2
781,6089,742,1
782,6097,742,1
783,6103,742,1
784,6109,742,1
785,6116,742,1
786,6135,742,1
787,6149,742,1
788,6153,742,1
789,6164,742,1
790,6176,742,1
791,6189,742,1
792,6196,742,1
793,6199,742,1
794,6200,742,1
795,6223,742,1
796,6242,742,1
797,6247,742,1
798,6260,742,1
799,6283,742,1
800,6291,742,1
801,6303,742,1
802,6369,742,1
803,6383,742,1
804,6388,742,2
805,6393,742,1
806,6408,742,1
807,6433,742,1
808,6436,742,1
809,6446,742,1
810,6449,742,4
811,6470,742,3
812,6475,742,1
813,6491,742,1
814,6494,742,1
815,6496,742,1
816,6503,742,1
817,6509,742,1
818,6533,742,1
819,6546,742,1
820,6569,742,1
821,6579,742,1
822,6597,742,2
823,6617,742,1
824,6621,742,1
825,6631,742,1
826,6707,742,1
827,6712,742,1
828,6715,742,2
829,6725,742,2
830,6728,742,1
831,6732,742,2
832,6750,742,1
833,6752,742,1
834,6754,742,1
835,6771,742,1
836,6782,742,1
837,6801,742,1
838,6802,742,1
839,6806,742,1
840,6859,742,1
841,6868,742,1
842,6886,742,1
843,6887,742,3
844,6888,742,3
845,6906,742,1
846,6909,742,1
847,6919,742,1
848,6937,742,1
849,6963,742,1
850,6971,742,1
851,6976,742,2
852,6990,742,1
853,7018,742,1
854,7023,742,1
855,7051,742,1
856,7053,742,1
857,7054,742,2
858,7072,742,1
859,0,399,1
860,43,399,1
861,77,399,2
862,84,399,2
863,91,399,1
864,92,399,1
865,147,399,1
866,151,399,1
867,201,399,1
868,226,399,1
869,269,399,1
870,295,399,1
871,303,399,1
872,365,399,1
873,401,399,1
874,445,399,1
875,447,399,1
876,452,399,1
877,477,399,1
878,523,399,1
879,584,399,2
880,704,399,1
881,730,399,1
882,828,399,1
883,1028,399,1
884,1084,399,2
885,1245,399,1
886,1257,399,1
887,1292,399,1
888,1306,399,1
889,1380,399,1
890,1413,399,1
891,1414,399,2
892,1416,399,1
893,1422,399,2
894,1429,399,1
895,1443,399,4
896,1446,399,1
897,1473,399,4
898,1483,399,1
899,1492,399,1
900,1503,399,1
901,1505,399,3
902,1513,399,1
903,1533,399,1
904,1543,399,2
905,1546,399,2
906,1548,399,4
907,1595,399,1
908,1597,399,8
909,1622,399,1
910,1636,399,1
911,1639,399,1
912,1646,399,1
913,1649,399,1
914,1654,399,3
915,1658,399,1
916,1664,399,1
917,1698,399,1
918,1714,399,1
919,1735,399,1
920,1753,399,1
921,1761,399,1
922,1767,399,1
923,1772,399,1
924,1774,399,2
925,1810,399,1
926,1837,399,1
927,1839,399,2
928,1845,399,1
929,1854,399,1
930,1858,399,1
931,1884,399,1
932,1887,399,1
933,1893,399,1
934,1903,399,2
935,1911,399,1
936,1923,399,1
937,1925,399,1
938,1929,399,1
939,1946,399,1
940,1949,399,5
941,1964,399,1
942,1967,399,2
943,1970,399,1
944,1973,399,2
945,1975,399,1
946,1976,399,2
947,1980,399,1
948,1986,399,3
949,1987,399,1
950,1993,399,3
951,2000,399,2
952,2021,399,1
953,2040,399,1
954,2047,399,1
955,2050,399,1
956,2076,399,1
957,2084,399,3
958,2086,399,1
959,2087,399,1
960,2088,399,1
961,2089,399,2
962,2093,399,2
963,2094,399,1
964,2114,399,2
965,2116,399,1
966,2117,399,1
967,2125,399,1
968,2133,399,1
969,2170,399,2
970,2173,399,2
971,2174,399,3
972,2176,399,2
973,2177,399,2
974,2180,399,1
975,2183,399,1
976,2186,399,2
977,2191,399,1
978,2192,399,3
979,2194,399,1
980,2202,399,2
981,2204,399,1
982,2206,399,1
983,2215,399,1
984,2216,399,1
985,2219,399,3
986,2223,399,5
987,2226,399,1
988,2227,399,1
989,2228,399,1
990,2235,399,1
991,2238,399,1
992,2239,399,2
993,2245,399,1
994,2246,399,2
995,2248,399,3
996,2251,399,1
997,2264,399,1
998,2266,399,2
999,2268,399,2
1000,2269,399,2
1001,2270,399,3
1002,2273,399,1
1003,2276,399,1
1004,2277,399,3
1005,2281,399,1
1006,2288,399,1
1007,2291,399,1
1008,2311,399,4
1009,2312,399,2
1010,2317,399,1
1011,2321,399,1
1012,2324,399,5
1013,2335,399,1
1014,2348,399,1
1015,2350,399,1
1016,2353,399,1
1017,2356,399,3
1018,2370,399,1
1019,2386,399,1
1020,2387,399,2
1021,2389,399,1
1022,2390,399,1
1023,2391,399,1
1024,2393,399,2
1025,2394,399,2
1026,2396,399,1
1027,2397,399,3
1028,2400,399,1
1029,2417,399,1
1030,2420,399,1
1031,2421,399,2
1032,2428,399,1
1033,2429,399,1
1034,2430,399,1
1035,2960,399,1
1036,3127,399,1
1037,5081,399,1
1038,5644,399,1
1039,5894,399,1
1040,5918,399,2
1041,6025,399,1
1042,6237,399,1
1043,6257,399,1
1044,6334,399,1
1045,6424,399,1
1046,6537,399,1
1047,6542,399,1
1048,6584,399,1
1049,6685,399,2
1050,6687,399,1
1051,6822,399,1
1052,6868,399,1
1053,6883,399,1
1054,6982,399,1
1055,6984,399,1
1056,7060,399,1
1057,0,982,1
1058,37,982,3
1059,57,982,1
1060,108,982,1
1061,109,982,1
1062,120,982,1
1063,144,982,1
1064,178,982,1
1065,187,982,2
1066,210,982,1
1067,343,982,1
1068,344,982,1
1069,361,982,1
1070,379,982,1
1071,405,982,1
1072,420,982,1
1073,432,982,1
1074,440,982,1
1075,554,982,1
1076,560,982,1
1077,561,982,1
1078,598,982,1
1079,938,982,1
1080,959,982,1
1081,1072,982,1
1082,1282,982,1
1083,1288,982,1
1084,1305,982,1
1085,2457,982,1
1086,3294,982,1
1087,4880,982,1
1088,5309,982,1
1089,5321,982,1
1090,5419,982,1
1091,5428,982,1
1092,5465,982,1
1093,5572,982,1
1094,5675,982,1
1095,5677,982,1
1096,5695,982,1
1097,5703,982,1
1098,5765,982,1
1099,5806,982,1
1100,5856,982,1
1101,5866,982,2
1102,5929,982,1
1103,6089,982,1
1104,6118,982,1
1105,6136,982,1
1106,6146,982,2
1107,6294,982,1
1108,6295,982,1
1109,6384,982,1
1110,6391,982,1
1111,6424,982,1
1112,6433,982,1
1113,6820,982,1
1114,6944,982,1
1115,6973,982,1
1116,6979,982,1
1117,7018,982,4
1118,7040,982,1
1119,7050,982,1
1120,7087,982,1
1121,0,747,2
1122,28,747,2
1123,42,747,1
1124,50,747,1
1125,56,747,1
1126,58,747,1
1127,59,747,2
1128,74,747,3
1129,77,747,1
1130,81,747,1
1131,84,747,1
1132,88,747,1
1133,112,747,1
1134,121,747,1
1135,128,747,1
1136,130,747,1
1137,139,747,1
1138,150,747,1
1139,161,747,1
1140,196,747,1
1141,201,747,1
1142,208,747,1
1143,209,747,1
1144,215,747,1
1145,224,747,1
1146,238,747,1
1147,251,747,1
1148,269,747,1
1149,277,747,1
1150,289,747,1
1151,299,747,1
1152,305,747,2
1153,308,747,1
1154,343,747,1
1155,380,747,1
1156,396,747,1
1157,416,747,1
1158,433,747,3
1159,440,747,1
1160,451,747,1
1161,456,747,1
1162,458,747,1
1163,467,747,1
1164,478,747,2
1165,494,747,1
1166,504,747,1
1167,519,747,1
1168,526,747,1
1169,540,747,1
1170,543,747,1
1171,564,747,1
1172,567,747,1
1173,574,747,2
1174,587,747,1
1175,598,747,1
1176,599,747,1
1177,614,747,1
1178,615,747,1
1179,616,747,1
1180,652,747,1
1181,656,747,1
1182,658,747,2
1183,665,747,1
1184,668,747,1
1185,694,747,3
1186,699,747,4
1187,713,747,1
1188,721,747,2
1189,732,747,1
1190,736,747,1
1191,761,747,1
1192,767,747,1
1193,780,747,1
1194,788,747,4
1195,792,747,1
1196,804,747,1
1197,809,747,4
1198,812,747,1
1199,824,747,1
1200,842,747,1
1201,857,747,1
1202,867,747,1
1203,874,747,1
1204,885,747,4
1205,886,747,1
1206,925,747,1
1207,931,747,1
1208,948,747,1
1209,954,747,1
1210,961,747,1
1211,964,747,1
1212,968,747,1
1213,970,747,1
1214,1014,747,1
1215,1047,747,1
1216,1079,747,1
1217,1090,747,1
1218,1125,747,1
1219,1143,747,1
1220,1151,747,1
1221,1169,747,1
1222,1200,747,3
1223,1209,747,1
1224,1225,747,1
1225,1226,747,1
1226,1236,747,1
1227,1239,747,1
1228,1240,747,2
1229,1241,747,2
1230,1243,747,1
1231,1244,747,1
1232,1260,747,1
1233,1277,747,2
1234,1278,747,1
1235,1286,747,2
1236,1297,747,1
1237,1322,747,1
1238,1327,747,1
1239,1328,747,1
1240,1339,747,1
1241,1340,747,1
1242,1347,747,2
1243,1351,747,1
1244,1368,747,1
1245,1408,747,1
1246,1427,747,1
1247,1436,747,2
1248,1446,747,1
1249,1448,747,1
1250,1451,747,1
1251,1475,747,1
1252,1477,747,1
1253,1508,747,2
1254,1529,747,1
1255,1556,747,1
1256,1559,747,1
1257,1560,747,1
1258,1587,747,1
1259,1597,747,1
1260,1611,747,1
1261,1644,747,1
1262,1667,747,1
1263,1675,747,1
1264,1692,747,3
1265,1694,747,1
1266,1696,747,1
1267,1700,747,1
1268,1702,747,1
1269,1708,747,1
1270,1723,747,1
1271,1728,747,2
1272,1743,747,1
1273,1755,747,1
1274,1758,747,1
1275,1768,747,1
1276,1770,747,1
1277,1782,747,3
1278,1808,747,1
1279,1819,747,1
1280,1822,747,1
1281,1842,747,1
1282,1847,747,1
1283,1869,747,1
1284,1870,747,1
1285,1881,747,1
1286,1914,747,1
1287,1919,747,1
1288,1981,747,1
1289,1993,747,1
1290,2017,747,1
1291,2030,747,3
1292,2032,747,1
1293,2048,747,1
1294,2067,747,1
1295,2070,747,1
1296,2072,747,1
1297,2086,747,1
1298,2099,747,2
1299,2104,747,1
1300,2108,747,1
1301,2119,747,1
1302,2123,747,2
1303,2133,747,1
1304,2142,747,1
1305,2150,747,1
1306,2158,747,1
1307,2166,747,1
1308,2229,747,1
1309,2230,747,1
1310,2251,747,1
1311,2259,747,1
1312,2268,747,1
1313,2269,747,1
1314,2300,747,1
1315,2347,747,1
1316,2354,747,2
1317,2365,747,1
1318,2367,747,1
1319,2375,747,1
1320,2385,747,1
1321,2403,747,1
1322,2405,747,1
1323,2406,747,1
1324,2407,747,1
1325,2414,747,1
1326,2426,747,1
1327,2430,747,2
1328,5658,747,1
1329,5749,747,1
1330,5861,747,2
1331,5941,747,3
1332,6006,747,1
1333,6182,747,1
1334,6195,747,1
1335,6272,747,1
1336,6274,747,1
1337,6387,747,1
1338,6406,747,1
1339,6590,747,1
1340,6650,747,1
1341,6699,747,1
1342,6909,747,1
1343,6919,747,1
1344,7049,747,1
1345,7056,747,1
1346,0,812,1
1347,1,812,1
1348,38,812,1
1349,96,812,1
1350,123,812,1
1351,127,812,1
1352,132,812,1
1353,133,812,1
1354,137,812,1
1355,138,812,1
1356,153,812,1
1357,162,812,2
1358,164,812,2
1359,172,812,2
1360,186,812,1
1361,192,812,2
1362,197,812,1
1363,226,812,1
1364,232,812,1
1365,235,812,1
1366,300,812,1
1367,323,812,1
1368,333,812,1
1369,340,812,2
1370,355,812,2
1371,359,812,1
1372,362,812,1
1373,380,812,1
1374,383,812,1
1375,400,812,1
1376,416,812,8
1377,514,812,1
1378,543,812,1
1379,546,812,1
1380,590,812,1
1381,618,812,2
1382,652,812,1
1383,673,812,1
1384,696,812,1
1385,698,812,1
1386,702,812,1
1387,710,812,1
1388,711,812,1
1389,719,812,2
1390,725,812,3
1391,731,812,1
1392,737,812,1
1393,757,812,1
1394,760,812,5
1395,810,812,1
1396,814,812,1
1397,820,812,2
1398,824,812,1
1399,827,812,1
1400,828,812,1
1401,837,812,2
1402,843,812,1
1403,862,812,2
1404,892,812,1
1405,921,812,2
1406,928,812,1
1407,935,812,1
1408,936,812,1
1409,952,812,1
1410,959,812,1
1411,962,812,2
1412,994,812,1
1413,1009,812,1
1414,1015,812,3
1415,1016,812,1
1416,1021,812,1
1417,1024,812,2
1418,1025,812,1
1419,1028,812,1
1420,1031,812,2
1421,1036,812,1
1422,1045,812,2
1423,1047,812,5
1424,1048,812,4
1425,1050,812,1
1426,1089,812,2
1427,1101,812,1
1428,1114,812,1
1429,1124,812,2
1430,1127,812,3
1431,1128,812,1
1432,1133,812,1
1433,1135,812,1
1434,1201,812,1
1435,1211,812,1
1436,1222,812,2
1437,1232,812,3
1438,1254,812,1
1439,1267,812,1
1440,1304,812,1
1441,1308,812,1
1442,1353,812,1
1443,1360,812,3
1444,1362,812,1
1445,1370,812,2
1446,1485,812,1
1447,1551,812,1
1448,1554,812,1
1449,1591,812,2
1450,1612,812,4
1451,1640,812,5
1452,1661,812,1
1453,1690,812,1
1454,1709,812,1
1455,1712,812,2
1456,1778,812,1
1457,1782,812,8
1458,1785,812,4
1459,1787,812,4
1460,1790,812,2
1461,1811,812,1
1462,1851,812,1
1463,2252,812,1
1464,2445,812,1
1465,2479,812,1
1466,2492,812,1
1467,2524,812,1
1468,2747,812,1
1469,2927,812,1
1470,3018,812,1
1471,3080,812,1
1472,3098,812,1
1473,3127,812,1
1474,3245,812,1
1475,3246,812,1
1476,3262,812,1
1477,3390,812,1
1478,3507,812,1
1479,3636,812,1
1480,3869,812,1
1481,3908,812,1
1482,3909,812,1
1483,3929,812,1
1484,3930,812,1
1485,4004,812,1
1486,4015,812,1
1487,4069,812,1
1488,4134,812,1
1489,4151,812,1
1490,4190,812,1
1491,4268,812,1
1492,4411,812,1
1493,4625,812,1
1494,4700,812,1
1495,4830,812,1
1496,4918,812,1
1497,5085,812,1
1498,5086,812,1
1499,5167,812,1
1500,5340,812,1
1501,5407,812,1
1502,5661,812,1
1503,5739,812,1
1504,6152,812,1
1505,6277,812,1
1506,6300,812,1
1507,6392,812,1
1508,6398,812,3
1509,6418,812,1
1510,6919,812,3
1511,6996,812,1
1512,0,1571,1
1513,284,1571,1
1514,344,1571,1
1515,665,1571,1
1516,1022,1571,1
1517,1311,1571,1
1518,1331,1571,1
1519,1648,1571,1
1520,5747,1571,1
1521,5800,1571,1
1522,5813,1571,1
1523,5822,1571,1
1524,5829,1571,1
1525,5854,1571,1
1526,5897,1571,1
