,doc,word,cluster
481,225,30,9
482,226,30,9
483,227,30,7
484,228,30,9
485,229,30,7
486,230,30,34
487,231,30,9
488,232,30,17
489,233,30,7
490,234,30,7
491,235,30,7
492,236,30,7
493,237,30,8
494,238,30,7
495,239,30,7
496,240,30,8
497,241,30,7
498,242,30,6
499,243,30,7
500,244,30,8
501,245,30,13
502,246,30,7
503,247,30,7
504,248,30,7
505,249,30,7
506,250,30,7
507,251,30,10
508,252,30,8
509,253,30,3141
510,254,30,72
511,255,30,15
512,256,30,7
513,257,30,7
514,258,30,7
515,259,30,7
516,260,30,7
517,261,30,7
518,262,30,7
519,263,30,7
520,264,30,8
521,265,30,7
522,266,30,7
523,267,30,12
524,268,30,8
525,269,30,9
526,270,30,7
527,271,30,8
528,272,30,8
529,273,30,9
530,274,30,11
531,275,30,11
532,276,30,7
533,277,30,7
534,278,30,7
535,279,30,17
536,280,30,14
537,281,30,7
538,282,30,7
539,283,30,7
540,284,30,7
541,285,30,7
542,286,30,12
543,287,30,11
544,288,30,7
545,289,30,7
546,290,30,7
547,291,30,7
548,292,30,18
549,293,30,7
550,294,30,8
551,295,30,7
552,296,30,9
553,297,30,73
554,298,30,30
555,299,30,7
556,300,30,7
557,301,30,7
558,302,30,7
559,303,30,17
560,304,30,7
561,305,30,11
562,306,30,7
563,307,30,13
564,308,30,9
565,309,30,7
566,310,30,12
567,311,30,17
568,312,30,7
569,313,30,7
570,314,30,15
571,315,30,7
572,316,30,12
573,317,30,7
574,318,30,11
575,319,30,7
576,320,30,63
577,321,30,11
578,322,30,7
579,323,30,7
580,324,30,8
581,325,30,7
582,326,30,7
583,327,30,7
584,328,30,15
585,329,30,7
586,330,30,7
587,331,30,8
588,332,30,8
589,333,30,7
590,334,30,8
591,335,30,7
592,336,30,9
593,337,30,7
594,338,30,15
595,339,30,7
596,340,30,7
597,341,30,7
598,342,30,7
599,343,30,7
600,344,30,7
601,345,30,11
602,346,30,10
603,347,30,7
604,348,30,7
605,349,30,7
606,350,30,7
607,351,30,15
608,352,30,7
609,353,30,7
610,354,30,21
611,355,30,7
612,356,30,7
613,357,30,7
614,358,30,7
615,359,30,59
616,360,30,8
617,361,30,9
618,362,30,7
619,363,30,141
620,364,30,9
621,365,30,7
622,366,30,9
623,367,30,8
624,368,30,7
625,369,30,11
626,370,30,7
627,371,30,9
628,372,30,7
629,373,30,67
630,374,30,7
631,375,30,12
632,376,30,7
633,377,30,7
634,378,30,8
635,379,30,7
636,380,30,8
637,381,30,7
638,382,30,13
639,383,30,7
640,384,30,7
641,385,30,8
642,386,30,7
643,387,30,7
644,388,30,8
645,389,30,7
646,390,30,12
647,391,30,11
648,392,30,7
649,393,30,9
650,394,30,14
651,395,30,16
652,396,30,8
653,397,30,12
654,398,30,66
655,399,30,7
656,400,30,9
657,401,30,11
658,402,30,15
659,403,30,8
660,404,30,7
661,405,30,14
662,406,30,7
663,407,30,8
664,408,30,7
665,409,30,7
666,410,30,40
667,411,30,7
668,412,30,7
669,413,30,8
670,0,33,3
671,6,33,3
672,10,33,7
673,16,33,2
674,18,33,1
675,24,33,11
676,25,33,4
677,36,33,1
678,48,33,1
679,64,33,3
680,72,33,2
681,74,33,4
682,76,33,2
683,80,33,4
684,101,33,1
685,112,33,1
686,119,33,15
687,120,33,1
688,122,33,3
689,139,33,2
690,140,33,1
691,160,33,15
692,162,33,1
693,166,33,1
694,168,33,1
695,178,33,3
696,179,33,1
697,191,33,5
698,199,33,2
699,205,33,1
700,210,33,1
701,213,33,2
702,221,33,4
703,232,33,1
704,247,33,1
705,254,33,5
706,272,33,1
707,273,33,1
708,280,33,1
709,281,33,1
710,284,33,2
711,287,33,7
712,290,33,1
713,297,33,14
714,310,33,1
715,311,33,2
716,313,33,1
717,320,33,5
718,333,33,9
719,344,33,1
720,357,33,3
721,361,33,2
722,367,33,1
723,396,33,2
724,398,33,1
725,404,33,1
726,406,33,3
727,410,33,13
728,0,258,1
729,23,258,7
730,24,258,1
731,55,258,1
732,64,258,1
733,74,258,1
734,166,258,1
735,194,258,1
736,220,258,1
737,227,258,1
738,230,258,1
739,253,258,7
740,255,258,1
741,320,258,1
742,0,329,1
743,10,329,1
744,16,329,2
745,74,329,1
746,87,329,1
747,139,329,2
748,200,329,1
749,221,329,2
750,252,329,1
751,254,329,2
752,287,329,1
753,297,329,2
754,310,329,1
755,312,329,1
756,320,329,2
757,363,329,1
758,0,346,2
759,10,346,8
760,16,346,4
761,17,346,6
762,24,346,1
763,28,346,3
764,44,346,3
765,53,346,2
766,59,346,2
767,63,346,1
768,64,346,4
769,74,346,1
770,75,346,1
771,80,346,3
772,86,346,27
773,91,346,1
774,103,346,2
775,106,346,1
776,109,346,1
777,113,346,1
778,117,346,1
779,119,346,15
780,120,346,1
781,122,346,1
782,134,346,1
783,139,346,4
784,141,346,2
785,146,346,1
786,148,346,5
787,151,346,2
788,153,346,1
789,160,346,15
790,161,346,1
791,162,346,2
792,165,346,2
793,166,346,7
794,172,346,3
795,174,346,1
796,176,346,7
797,188,346,3
798,191,346,6
799,199,346,6
800,202,346,1
801,205,346,2
802,207,346,1
803,218,346,2
804,221,346,1
805,243,346,3
806,245,346,3
807,253,346,161
808,254,346,6
809,255,346,1
810,287,346,8
811,292,346,5
812,297,346,11
813,305,346,2
814,310,346,4
815,320,346,2
816,321,346,4
817,323,346,1
818,332,346,1
819,345,346,1
820,350,346,19
821,361,346,2
822,365,346,1
823,386,346,1
824,390,346,1
825,396,346,1
826,410,346,3
827,0,351,2
828,1,351,2
829,2,351,2
830,3,351,2
831,4,351,2
832,5,351,2
833,6,351,2
834,7,351,2
835,8,351,2
836,9,351,2
837,10,351,2
838,11,351,2
839,12,351,2
840,13,351,2
841,14,351,2
842,15,351,2
843,16,351,2
844,17,351,2
845,18,351,2
846,19,351,2
847,20,351,2
848,21,351,2
849,22,351,2
850,23,351,2
851,24,351,2
852,25,351,2
853,26,351,2
854,27,351,2
855,28,351,2
856,29,351,2
857,30,351,2
858,31,351,2
859,32,351,2
860,33,351,2
861,34,351,2
862,35,351,2
863,36,351,2
864,37,351,2
865,38,351,2
866,39,351,2
867,40,351,2
868,41,351,2
869,42,351,2
870,43,351,2
871,44,351,2
872,45,351,2
873,46,351,2
874,47,351,2
875,48,351,2
876,49,351,2
877,50,351,2
878,51,351,2
879,52,351,2
880,53,351,2
881,54,351,2
882,55,351,2
883,56,351,2
884,57,351,2
885,58,351,2
886,59,351,2
887,60,351,2
888,61,351,2
889,62,351,2
890,63,351,2
891,64,351,2
892,65,351,2
893,66,351,2
894,67,351,2
895,68,351,2
896,69,351,2
897,70,351,2
898,71,351,2
899,72,351,2
900,73,351,2
901,74,351,2
902,75,351,2
903,76,351,2
904,77,351,2
905,78,351,2
906,79,351,2
907,80,351,2
908,81,351,2
909,82,351,2
910,83,351,2
911,84,351,2
912,85,351,2
913,86,351,2
914,87,351,2
915,88,351,2
916,89,351,2
917,90,351,2
918,91,351,2
919,92,351,2
920,93,351,2
921,94,351,2
922,95,351,2
923,96,351,2
924,97,351,2
925,98,351,2
926,99,351,2
927,100,351,2
928,101,351,2
929,102,351,2
930,103,351,2
931,104,351,2
932,105,351,2
933,106,351,2
934,107,351,2
935,108,351,2
936,109,351,2
937,110,351,2
938,111,351,2
939,112,351,2
940,113,351,2
941,114,351,2
942,115,351,2
943,116,351,2
944,117,351,2
945,118,351,2
946,119,351,2
947,120,351,2
948,121,351,2
949,122,351,2
950,123,351,2
951,124,351,2
952,125,351,2
953,126,351,2
954,127,351,2
955,128,351,2
956,129,351,2
957,130,351,2
958,131,351,2
959,132,351,2
960,133,351,2
961,134,351,2
962,135,351,2
963,136,351,2
964,137,351,2
965,138,351,2
966,139,351,2
967,140,351,2
968,141,351,2
969,142,351,2
970,143,351,2
971,144,351,2
972,145,351,2
973,146,351,2
974,147,351,2
975,148,351,2
976,149,351,2
977,150,351,2
978,151,351,2
979,152,351,2
980,153,351,2
981,154,351,2
982,155,351,2
983,156,351,2
984,157,351,2
985,158,351,2
986,159,351,2
987,160,351,2
988,161,351,2
989,162,351,2
990,163,351,2
991,164,351,2
992,165,351,2
993,166,351,2
994,167,351,2
995,168,351,2
996,169,351,2
997,170,351,2
998,171,351,2
999,172,351,2
1000,173,351,2
1001,174,351,2
1002,175,351,2
1003,176,351,2
1004,177,351,2
1005,178,351,2
1006,179,351,2
1007,180,351,2
1008,181,351,2
1009,182,351,2
1010,183,351,2
1011,184,351,2
1012,185,351,2
1013,186,351,2
1014,187,351,2
1015,188,351,2
1016,189,351,2
1017,190,351,2
1018,191,351,2
1019,192,351,2
1020,193,351,2
1021,194,351,2
1022,195,351,2
1023,196,351,2
1024,197,351,2
1025,198,351,2
1026,199,351,2
1027,200,351,2
1028,201,351,2
1029,202,351,2
1030,203,351,2
1031,204,351,2
1032,205,351,2
1033,206,351,2
1034,207,351,2
1035,208,351,2
1036,209,351,2
1037,210,351,2
1038,211,351,2
1039,212,351,2
1040,213,351,2
1041,214,351,2
1042,215,351,2
1043,216,351,2
1044,217,351,2
1045,218,351,2
1046,219,351,2
1047,220,351,2
1048,221,351,2
1049,222,351,2
1050,223,351,2
1051,224,351,2
1052,225,351,2
1053,226,351,2
1054,227,351,2
1055,228,351,2
1056,229,351,2
1057,230,351,2
1058,231,351,2
1059,232,351,2
1060,233,351,2
1061,234,351,2
1062,235,351,2
1063,236,351,2
1064,237,351,2
1065,238,351,2
1066,239,351,2
1067,240,351,2
1068,241,351,2
1069,242,351,2
1070,243,351,2
1071,244,351,2
1072,245,351,2
1073,246,351,2
1074,247,351,2
1075,248,351,2
1076,249,351,2
1077,250,351,2
1078,251,351,2
1079,252,351,2
1080,253,351,2
1081,254,351,2
1082,255,351,2
1083,256,351,2
1084,257,351,2
1085,258,351,2
1086,259,351,2
1087,260,351,2
1088,261,351,2
1089,262,351,2
1090,263,351,2
1091,264,351,2
1092,265,351,2
1093,266,351,2
1094,267,351,2
1095,268,351,2
1096,269,351,2
1097,270,351,2
1098,271,351,2
1099,272,351,2
1100,273,351,2
1101,274,351,2
1102,275,351,2
1103,276,351,2
1104,277,351,2
1105,278,351,2
1106,279,351,2
1107,280,351,2
1108,281,351,2
1109,282,351,2
1110,283,351,2
1111,284,351,2
1112,285,351,2
1113,286,351,2
1114,287,351,2
1115,288,351,2
1116,289,351,2
1117,290,351,2
1118,291,351,2
1119,292,351,2
1120,293,351,2
1121,294,351,2
1122,295,351,2
1123,296,351,2
1124,297,351,2
1125,298,351,2
1126,299,351,2
1127,300,351,2
1128,301,351,2
1129,302,351,2
1130,303,351,2
1131,304,351,2
1132,305,351,2
1133,306,351,2
1134,307,351,2
1135,308,351,2
1136,309,351,2
1137,310,351,2
1138,311,351,2
1139,312,351,2
1140,313,351,2
1141,314,351,2
1142,315,351,2
1143,316,351,2
1144,317,351,2
1145,318,351,2
1146,319,351,2
1147,320,351,2
1148,321,351,2
1149,322,351,2
1150,323,351,2
1151,324,351,2
1152,325,351,2
1153,326,351,2
1154,327,351,2
1155,328,351,2
1156,329,351,2
1157,330,351,2
1158,331,351,2
1159,332,351,2
1160,333,351,2
1161,334,351,2
1162,335,351,2
1163,336,351,2
1164,337,351,2
1165,338,351,2
1166,339,351,2
1167,340,351,2
1168,341,351,2
1169,342,351,2
1170,343,351,2
1171,344,351,2
1172,345,351,2
1173,346,351,2
1174,347,351,2
1175,348,351,2
1176,349,351,2
1177,350,351,2
1178,351,351,2
1179,352,351,2
1180,353,351,2
1181,354,351,2
1182,355,351,2
1183,356,351,2
1184,357,351,2
1185,358,351,2
1186,359,351,2
1187,360,351,2
1188,361,351,2
1189,362,351,2
1190,363,351,2
1191,364,351,2
1192,365,351,2
1193,366,351,2
1194,367,351,2
1195,368,351,2
1196,369,351,2
1197,370,351,2
1198,371,351,2
1199,372,351,2
1200,373,351,2
1201,374,351,2
1202,375,351,2
1203,376,351,2
1204,377,351,2
1205,378,351,2
1206,379,351,2
1207,380,351,2
1208,381,351,2
1209,382,351,2
1210,383,351,2
1211,384,351,2
1212,385,351,2
1213,386,351,2
1214,387,351,2
1215,388,351,2
1216,389,351,2
1217,390,351,2
1218,391,351,2
1219,392,351,2
1220,393,351,2
1221,394,351,2
1222,395,351,2
1223,396,351,2
1224,397,351,2
1225,398,351,2
1226,399,351,2
1227,400,351,2
1228,401,351,2
1229,402,351,2
1230,403,351,2
1231,404,351,2
1232,405,351,2
1233,406,351,2
1234,407,351,2
1235,408,351,2
1236,409,351,2
1237,410,351,2
1238,411,351,2
1239,412,351,2
1240,413,351,2
1241,0,352,1
1242,10,352,1
1243,17,352,5
1244,61,352,1
1245,64,352,1
1246,68,352,3
1247,86,352,1
1248,119,352,1
1249,152,352,1
1250,155,352,2
1251,160,352,1
1252,166,352,1
1253,174,352,1
1254,191,352,1
1255,216,352,1
1256,221,352,1
1257,224,352,1
1258,248,352,4
1259,253,352,4
1260,264,352,3
1261,287,352,1
1262,291,352,4
1263,294,352,3
1264,321,352,2
1265,326,352,1
1266,331,352,1
1267,385,352,2
1268,411,352,4
1269,412,352,1
1270,0,353,7
1271,2,353,1
1272,3,353,1
1273,4,353,2
1274,6,353,1
1275,7,353,1
1276,8,353,4
1277,9,353,1
1278,10,353,10
1279,12,353,1
1280,13,353,1
1281,14,353,1
1282,15,353,8
1283,16,353,9
1284,17,353,227
1285,18,353,4
1286,19,353,1
1287,20,353,1
1288,21,353,1
1289,24,353,59
1290,25,353,1
1291,27,353,4
1292,28,353,1
1293,30,353,1
1294,31,353,1
1295,32,353,6
1296,33,353,1
1297,34,353,3
1298,35,353,1
1299,36,353,5
1300,37,353,1
1301,38,353,2
1302,39,353,1
1303,40,353,2
1304,41,353,1
1305,42,353,2
1306,44,353,1
1307,45,353,1
1308,46,353,2
1309,47,353,4
1310,48,353,1
1311,49,353,2
1312,51,353,1
1313,52,353,1
1314,55,353,1
1315,59,353,3
1316,60,353,1
1317,62,353,1
1318,63,353,3
1319,64,353,66
1320,65,353,1
1321,66,353,1
1322,67,353,1
1323,68,353,4
1324,69,353,1
1325,70,353,1
1326,71,353,2
1327,72,353,1
1328,73,353,1
1329,74,353,42
1330,75,353,2
1331,78,353,1
1332,79,353,1
1333,80,353,7
1334,81,353,1
1335,83,353,1
1336,84,353,1
1337,86,353,8
1338,88,353,1
1339,89,353,1
1340,90,353,1
1341,91,353,3
1342,92,353,1
1343,93,353,1
1344,97,353,2
1345,98,353,2
1346,99,353,1
1347,100,353,1
1348,101,353,1
1349,102,353,1
1350,103,353,1
1351,104,353,1
1352,105,353,5
1353,106,353,4
1354,108,353,1
1355,110,353,1
1356,111,353,1
1357,112,353,2
1358,113,353,2
1359,114,353,1
1360,115,353,1
1361,116,353,1
1362,117,353,1
1363,118,353,1
1364,119,353,14
1365,120,353,1
1366,121,353,1
1367,122,353,4
1368,123,353,1
1369,126,353,1
1370,127,353,1
1371,128,353,3
1372,129,353,4
1373,130,353,1
1374,131,353,1
1375,132,353,2
1376,133,353,1
1377,134,353,3
1378,135,353,1
1379,136,353,1
1380,137,353,1
1381,138,353,2
1382,139,353,9
1383,140,353,8
1384,141,353,1
1385,142,353,1
1386,144,353,1
1387,145,353,3
1388,146,353,2
1389,148,353,1
1390,149,353,1
1391,150,353,1
1392,151,353,5
1393,152,353,1
1394,153,353,2
1395,155,353,1
1396,159,353,1
1397,160,353,14
1398,164,353,1
1399,166,353,56
1400,167,353,1
1401,168,353,1
1402,169,353,1
1403,170,353,6
1404,171,353,1
1405,172,353,2
1406,173,353,11
1407,174,353,3
1408,175,353,5
1409,176,353,2
1410,177,353,3
1411,178,353,4
1412,179,353,2
1413,180,353,1
1414,181,353,2
1415,182,353,1
1416,183,353,2
1417,185,353,1
1418,187,353,1
1419,188,353,10
1420,189,353,1
1421,190,353,1
1422,191,353,84
1423,192,353,1
1424,194,353,1
1425,195,353,7
1426,196,353,1
1427,197,353,1
1428,199,353,3
1429,201,353,3
1430,202,353,1
1431,203,353,1
1432,204,353,1
1433,205,353,5
1434,207,353,3
1435,208,353,2
1436,209,353,1
1437,210,353,4
1438,212,353,2
1439,213,353,1
1440,214,353,1
1441,215,353,1
1442,218,353,1
1443,221,353,10
1444,222,353,1
1445,223,353,1
1446,224,353,2
1447,225,353,4
1448,226,353,1
1449,227,353,1
1450,228,353,1
1451,229,353,1
1452,230,353,1
1453,232,353,2
1454,233,353,4
1455,234,353,2
1456,235,353,3
1457,236,353,4
1458,237,353,1
1459,238,353,2
1460,239,353,1
1461,240,353,7
1462,241,353,2
1463,242,353,2
1464,243,353,1
1465,244,353,1
1466,245,353,2
1467,246,353,1
1468,247,353,2
1469,248,353,1
1470,250,353,1
1471,251,353,1
1472,252,353,1
1473,253,353,17
1474,254,353,91
1475,255,353,12
1476,256,353,1
1477,257,353,1
1478,259,353,1
1479,261,353,1
1480,263,353,1
1481,264,353,1
1482,265,353,2
1483,266,353,1
1484,267,353,2
1485,268,353,2
1486,269,353,2
1487,270,353,1
1488,271,353,1
1489,272,353,2
1490,273,353,3
1491,275,353,2
1492,276,353,4
1493,277,353,1
1494,278,353,1
1495,279,353,1
1496,280,353,1
1497,281,353,1
1498,282,353,1
1499,284,353,13
1500,287,353,12
1501,288,353,1
1502,289,353,1
1503,290,353,2
1504,291,353,3
1505,292,353,1
1506,293,353,1
1507,295,353,1
1508,296,353,1
1509,297,353,90
1510,298,353,3
1511,300,353,3
1512,301,353,1
1513,302,353,1
1514,303,353,1
1515,304,353,1
1516,305,353,1
1517,306,353,1
1518,307,353,2
1519,308,353,3
1520,310,353,1
1521,311,353,2
1522,312,353,1
1523,317,353,1
1524,318,353,1
1525,319,353,1
1526,320,353,72
1527,321,353,1
1528,322,353,1
1529,323,353,1
1530,324,353,1
1531,325,353,4
1532,326,353,1
1533,330,353,3
1534,331,353,3
1535,332,353,34
1536,333,353,2
1537,334,353,6
1538,335,353,1
1539,337,353,1
1540,338,353,11
1541,339,353,2
1542,340,353,1
1543,341,353,1
1544,343,353,1
1545,344,353,2
1546,346,353,1
1547,347,353,1
1548,348,353,1
1549,349,353,2
1550,350,353,5
1551,351,353,1
1552,352,353,2
1553,355,353,3
1554,358,353,1
1555,360,353,6
1556,361,353,13
1557,362,353,2
1558,363,353,6
1559,364,353,1
1560,365,353,2
1561,367,353,4
1562,369,353,2
1563,370,353,2
1564,371,353,1
1565,372,353,1
1566,373,353,4
1567,375,353,2
1568,376,353,1
1569,377,353,1
1570,379,353,1
1571,381,353,3
1572,382,353,1
1573,384,353,7
1574,385,353,1
1575,386,353,1
1576,387,353,1
1577,389,353,1
1578,390,353,1
1579,393,353,1
1580,395,353,2
1581,396,353,5
1582,398,353,6
1583,399,353,2
1584,400,353,4
1585,403,353,1
1586,404,353,1
1587,405,353,3
1588,408,353,1
1589,410,353,79
1590,412,353,3
1591,413,353,1
1592,0,367,2
1593,1,367,3
1594,2,367,3
1595,3,367,3
1596,4,367,3
1597,5,367,3
1598,6,367,3
1599,7,367,3
1600,8,367,3
1601,9,367,2
1602,10,367,3
1603,11,367,3
1604,12,367,3
1605,13,367,3
1606,14,367,3
1607,15,367,3
1608,16,367,3
1609,17,367,5
1610,18,367,3
1611,19,367,3
1612,20,367,3
1613,21,367,3
1614,22,367,3
1615,23,367,3
1616,24,367,2
1617,25,367,3
1618,26,367,3
1619,27,367,3
1620,28,367,3
1621,29,367,3
1622,30,367,3
1623,31,367,3
1624,32,367,3
1625,33,367,3
1626,34,367,3
1627,35,367,3
1628,36,367,3
1629,37,367,3
1630,38,367,3
1631,39,367,3
1632,40,367,3
1633,41,367,3
1634,42,367,3
1635,43,367,3
1636,44,367,3
1637,45,367,3
1638,46,367,3
1639,47,367,2
1640,48,367,3
1641,49,367,3
1642,50,367,3
1643,51,367,3
1644,52,367,3
1645,53,367,3
1646,54,367,3
1647,55,367,3
1648,56,367,3
1649,57,367,3
1650,58,367,3
1651,59,367,3
1652,60,367,3
1653,61,367,3
1654,62,367,3
1655,63,367,2
1656,64,367,2
1657,65,367,3
1658,66,367,3
1659,67,367,3
1660,68,367,3
1661,69,367,3
1662,70,367,3
1663,71,367,3
